#Device
Key,Value
Model,OTS-815V
SerialNo,18L01700
ApplicationVersion,1.10.2.471
FirmwareVersion,1.1.2

#OutputSettings
Key,Value
NormalizeMode,None
NormalizeWavelength,False

#Configurations
Key,Value
ExposureTime,1999.8720
SamplingQuality,Low
DCCQuality,High

#Spectrum
Wavelength,Intensity
729.15,0.16244223880177516
730.72,0.15576321245690411
732.29,0.14936524196886389
733.85,0.14405774826775103
735.40,0.13869207807866965
736.95,0.13329332206621142
738.50,0.12816904737646567
740.04,0.12420322779048609
741.57,0.11950945739274402
743.11,0.11557037779808309
744.63,0.1104789503621269
746.15,0.10552656268719809
747.67,0.10095787786450694
749.18,0.096426830362570423
750.68,0.092600901633611482
752.19,0.088249770150038667
753.68,0.0848093295244918
755.17,0.080146184626497419
756.66,0.077419722757305867
758.14,0.075277021776921429
759.62,0.0720776673684961
761.09,0.07054145625160721
762.56,0.068484278831424064
764.03,0.067010331672585133
765.48,0.0645679765145993
766.94,0.063318075291313211
768.39,0.059741683559109512
769.83,0.05786758343639798
771.27,0.055452232921890256
772.71,0.052885828681768061
774.14,0.04980301093229466
775.56,0.047937027397612145
776.99,0.045952465368055327
778.40,0.04280090396505197
779.81,0.042059440997301342
781.22,0.040675697072526891
782.63,0.038193630295108305
784.03,0.038271646236125272
785.42,0.036469173675527045
786.81,0.035391581585501888
788.20,0.034371444975747512
789.58,0.034361077192463015
790.96,0.033447047569377122
792.33,0.032158976679292267
793.70,0.031279622320457112
795.06,0.031823095616762324
796.42,0.032201795162097167
797.78,0.029226631645880252
799.13,0.028071807939673152
800.48,0.029258951779827094
801.82,0.028058323671347536
803.16,0.027039291056778523

#BasicCharacteristics
Key,Value
x,0.322362
y,0.344190
u,0.198819
v,0.318421
CCT,5948.36

#ColorRenderingIndex
Key,Value
Ra,98
R1,99
R2,98
R3,97
R4,98
R5,99
R6,98
R7,99
R8,97
R9,89
R10,95
R11,96
R12,93
R13,99
R14,98
R15,97

#TM-30-15
Key,Value
Rf,98
Rg,100
Rfh1,97
Rfh2,98
Rfh3,98
Rfh4,99
Rfh5,98
Rfh6,98
Rfh7,98
Rfh8,98
Rfh9,98
Rfh10,98
Rfh11,97
Rfh12,99
Rfh13,98
Rfh14,98
Rfh15,95
Rfh16,98

#Energy
Key,Value
Illuminance,8.1
PPFD,N/A
